id_venta,id_cliente,monto
127,74149,1197.95
128,50887,2545.66
129,4597,2144.89
130,109216,2279.03
131,14681,4284.99
132,101771,1560.02
133,69681,867.05
134,51084,3603.91
135,52432,3828.38
136,23105,4637.57
137,52833,233.04
138,69859,952.79
139,9014,1443.49
140,38714,1061.37
141,84540,3787.89
142,6513,1291.95
143,75630,3008.13
144,93740,2184.15
145,34910,2614.65
146,76071,98.04
147,75669,170.8
148,21559,3215.78
149,58994,4257.45
150,81753,4017.56
151,89229,125.78
152,19006,4055.48
153,104587,268.65
154,20528,2804.93
155,47412,87.49
156,48449,2567.03
157,54628,4973.39
158,37596,3214.9
159,15268,1182.08
160,82295,3229.0
161,115100,5018.51
162,17088,2307.79
163,36406,3158.74
164,66282,424.69
165,104051,4846.86
166,48673,2768.89
167,60312,3480.63
168,14962,3983.4
169,112994,1702.8
170,76916,2773.5
171,58510,246.48
172,99237,2097.16
173,25204,3722.31
174,36245,695.81
175,26931,424.65
176,6463,1050.72
177,27927,3225.47
178,41988,768.13
179,10470,4599.4
180,74881,1813.28
181,43101,2021.19
182,66805,3056.12
183,55826,3735.43
184,116744,2278.37
185,76500,233.98
186,1448,4141.53
187,52189,3116.33
188,77579,4564.49
189,30936,4029.34
190,109591,465.62
191,67843,2000.96
192,23756,4017.35
193,93129,1983.38
194,56260,1081.4
195,6744,223.6
196,45424,2068.82
197,22981,1886.76
198,37823,3638.84
199,73079,3898.91
200,57460,1811.68
201,48230,3457.27
202,1543,2033.33
203,95519,3349.02
204,32803,534.58
205,108952,3032.73
206,38993,2088.58
207,88548,1904.12
208,37210,4081.98
209,39954,3940.62
210,78605,1225.9
211,26202,3697.79
212,101818,4766.58
213,69990,1315.36
214,60118,1574.47
215,77557,335.28
216,56918,3396.7
217,84710,1736.89
218,49279,1882.87
219,81582,640.71
220,113622,235.02
221,17081,1585.62
222,77435,4891.72
223,63126,1072.01
224,18117,4792.36
225,119723,695.65
226,70347,1468.72
227,39622,1459.0
228,51927,4723.68
229,52603,1891.7
230,2941,134.73
231,30476,108.25
232,77952,867.57
233,77672,3974.91
234,86054,4491.99
235,91252,194.17
236,75659,3529.17
237,1679,2966.14
238,35594,3700.95
239,23809,1750.82
240,16772,4850.31
241,111516,4474.72
242,78368,2271.04
243,79723,1659.56
244,55795,3027.28
245,65383,3665.12
246,6199,4456.42
247,35693,1474.19
248,22764,2770.42
249,19101,4585.95
250,60375,1168.11
251,23804,793.22
252,74089,206.09
253,18240,266.93
254,22026,789.25
255,101510,1406.95
256,282,1917.53
257,7987,3390.65
258,73261,2521.91
259,108599,1723.28
260,49798,1452.12
261,13612,4759.04
262,114288,1749.57
263,34397,4859.57
264,100964,467.36
265,53733,2662.89
266,23887,1434.79
267,119997,452.32
268,28716,4293.8
269,113910,2113.52
270,23617,4763.54
271,25937,3744.19
272,63213,2780.68
273,11218,1266.82
274,10582,616.87
275,5438,3587.77
276,77872,921.54
277,47064,3616.56
278,60179,4826.99
279,29836,4997.98
280,70521,780.02
281,26432,625.72
282,91366,2980.78
283,40080,3165.25
284,62884,4055.34
285,81291,1084.16
286,33499,1703.14
287,59497,1281.19
288,12512,2408.91
289,119995,1899.77
290,29242,512.83
291,19167,4044.8
292,116817,847.33
293,117296,2551.65
294,58714,2313.66
295,84396,2766.84
296,83697,255.74
297,112744,3793.27
298,68478,102.26
299,97620,4924.77
300,86277,950.45
301,24536,4737.98
302,81039,1477.35
303,39711,1573.11
304,5394,2096.36
305,72567,2479.76
306,27053,3542.79
307,51725,2190.09
308,12021,4346.62
309,10081,838.79
310,59771,650.42
311,119333,723.61
312,79067,3295.22
313,97917,4339.15
314,483,2559.73
315,71614,4423.18
316,35463,371.65
317,25286,3094.45
318,89339,1047.15
319,63579,186.6
320,4249,4026.97
321,44638,738.35
322,12047,2992.05
323,68390,4093.62
324,109919,3403.59
325,6476,2142.42
326,20388,2013.04
327,57112,4204.8
328,62554,754.93
329,91442,2947.4
330,88775,2969.85
331,45765,3674.51
332,30346,4943.95
333,2211,893.08
334,4440,2517.02
335,14069,4998.82
336,110663,3947.6
337,59530,1410.44
338,104969,1366.77
339,26422,3762.62
340,44584,333.37
341,38164,4515.4
342,111735,3128.05
343,65245,2734.63
344,95252,1314.32
345,83464,1560.1
346,77661,2264.79
347,25833,3978.5
348,4964,1323.56
349,106596,4321.19
350,49420,528.51
351,59854,2281.68
352,17766,4980.18
353,14814,3208.12
354,88596,4673.62
355,19579,3037.49
356,41879,4164.91
357,43438,1415.61
358,31690,962.41
359,44891,1154.89
360,88082,4442.27
361,36170,2982.19
362,31703,4149.56
363,40040,4961.04
364,81709,868.71
365,72076,5034.51
366,53567,4987.31
367,83254,218.05
368,79295,4829.66
369,111847,1342.76
370,56269,3059.82
371,9100,3575.81
372,78726,838.14
373,30270,4912.34
374,62315,394.22
375,30893,4593.48
376,41109,2996.94
377,97030,1099.99
378,52928,2858.21
379,26391,1661.14
380,50960,126.32
381,83679,4370.63
382,21069,2060.64
383,99647,888.15
384,29750,2378.38
385,35827,1129.07
386,30526,800.41
387,4494,3629.78
388,35237,3216.81
389,95272,3144.99
390,48414,4459.98
391,42104,1537.73
392,46445,767.52
393,92217,2042.5
394,24529,3306.49
395,20185,141.97
396,979,1788.49
397,100411,961.88
398,92615,3051.14
399,92379,1822.33
400,85991,3081.34
401,77410,4315.72
402,14708,168.77
403,92882,4220.84
404,11329,1663.64
405,39017,1148.78
406,39538,4946.83
407,29013,388.06
408,32404,1670.59
409,19359,3189.03
410,101259,2467.84
411,56233,5025.81
412,41070,4921.37
413,93689,3719.13
414,26297,2886.17
415,48730,4268.22
416,31037,3806.92
417,112023,2492.13
418,41723,1896.43
419,38219,2787.43
420,39466,2704.34
421,75140,5044.15
422,37434,2323.86
423,38455,4250.42
424,30804,1088.25
425,86344,678.91
426,30157,1552.09
427,110189,1129.29
428,112752,1311.99
429,25830,317.35
430,79764,4073.61
431,70180,395.35
432,77424,1211.48
433,74811,3288.37
434,7846,2199.21
435,77972,1901.34
436,111466,355.73
437,42275,370.64
438,64944,2004.84
439,81557,3481.5
440,28401,2676.81
441,17460,4787.13
442,89117,2336.92
443,14387,2379.19
444,99834,58.3
445,32550,915.69
446,94678,1391.89
447,32161,3362.86
448,107703,2845.15
449,75102,2353.25
450,52155,872.06
451,114987,4647.94
452,41768,1082.27
453,61710,3507.5
454,47260,4481.24
455,92881,4959.48
456,47161,3275.9
457,81892,1248.8
458,6033,4790.02
459,92744,4153.67
460,92050,4299.16
461,46784,394.39
462,26829,4128.2
463,57394,4231.89
464,96453,1877.17
465,68593,2069.77
466,71442,1599.47
467,62931,2831.12
468,69404,3739.11
469,67450,1397.19
470,34514,2622.31
471,20936,4523.49
472,109384,3608.17
473,62399,653.38
474,117345,510.48
475,89656,4854.66
476,41215,3815.73
477,106218,1547.62
478,71259,3704.03
479,59270,3051.34
480,99635,849.55
481,34325,139.61
482,13374,4088.05
483,28848,422.09
484,62541,3225.25
485,116979,1856.28
486,79465,2552.86
487,37794,3732.1
488,66311,3729.84
489,66603,4824.16
490,101568,4773.72
491,39328,1031.52
492,9882,3369.42
493,56043,3397.67
494,47021,2462.29
495,16247,4613.3
496,2225,3575.92
497,109785,3560.59
498,60367,849.84
499,46019,4605.33
500,80920,1714.25
501,8078,4064.17
502,87433,2557.95
503,13739,2599.01
504,101050,3701.74
505,115746,145.64
506,5813,1401.86
507,112845,3721.44
508,50117,4013.54
509,44861,4437.12
510,71048,4325.91
511,67058,2162.54
512,96664,2728.84
513,100838,1594.2
514,54357,1280.77
515,116617,4449.88
516,59856,5019.97
517,41997,2984.73
518,104195,662.25
519,105323,3346.45
520,92750,4177.08
521,82069,2900.32
522,56408,4300.57
523,69882,3215.56
524,77072,97.89
525,69781,681.6
526,52857,2681.2
527,48952,2206.14
528,68701,1705.42
529,67939,719.25
530,63620,1086.6
531,20348,4579.73
532,43354,3440.99
533,74740,1009.3
534,72670,2892.42
535,46757,297.59
536,15472,3669.94
537,115081,662.54
538,28636,2786.36
539,34024,387.38
540,74781,4881.23
541,55182,1312.57
542,42655,2468.32
543,34418,375.67
544,7942,1844.3
545,51002,4821.29
546,55386,2117.87
547,19686,3118.74
548,32394,1111.85
549,103235,707.19
550,67666,2916.87
551,38373,2104.34
552,49128,1232.25
553,94922,4767.28
554,18101,676.15
555,100694,2491.77
556,60535,3806.38
557,89815,418.24
558,116000,3098.11
559,38362,1773.8
560,54613,1223.91
561,67328,3046.16
562,16508,3665.14
563,87484,2206.76
564,40616,291.33
565,80257,641.42
566,5297,4748.61
567,51728,795.65
568,13508,2868.31
569,73290,1782.43
570,24131,4435.79
571,45071,4418.06
572,98256,2534.84
573,52432,4193.91
574,63664,1818.63
575,54824,2083.54
576,23826,2048.98
577,100688,163.13
578,12770,3293.54
579,93815,4747.18
580,64150,1862.31
581,100232,1231.52
582,102800,4897.82
583,29685,376.88
584,115207,2562.43
585,75332,1408.02
586,5322,2499.53
587,76372,3221.15
588,17489,1627.88
589,117839,1839.37
590,7836,4701.08
591,105828,2882.14
592,8685,4964.05
593,102352,3495.42
594,85638,4094.32
595,67571,2354.29
596,1421,1309.92
597,117893,3083.98
598,31824,3790.27
599,27951,4680.68
600,90892,597.51
601,89595,4115.56
602,56825,3596.43
603,115861,1951.12
604,35489,1490.86
605,24161,1391.26
606,79826,3309.11
607,74075,2279.27
608,65246,1607.65
609,18122,4571.24
610,23344,4863.48
611,58700,2861.72
612,55274,2130.34
613,96378,76.76
614,42019,1931.23
615,2672,2939.37
616,21596,1377.76
617,108135,3614.48
618,23414,3682.12
619,63952,3104.96
620,13331,3503.21
621,34707,2282.88
622,85571,4282.9
623,65375,1322.04
624,56974,4930.37
625,73778,4509.03
626,82401,247.74
627,69741,2431.42
628,110816,206.33
629,59596,3796.34
630,96288,663.43
631,22978,889.78
632,95515,2347.41
633,102661,3495.29
634,63626,3813.96
635,96948,1567.26
636,23702,3369.93
637,90385,4689.12
638,58828,1207.28
639,19498,1458.43
640,41404,1038.49
641,10118,3772.62
642,107023,2271.26
643,37904,3101.8
644,8419,943.8
645,3041,3506.88
646,97866,604.55
647,24903,4080.73
648,5570,1418.19
649,117103,4826.55
650,20512,3617.86
651,28104,1941.64
652,42028,4354.81
653,106338,2195.47
654,86800,3101.35
655,52077,76.48
656,80174,3678.62
657,50365,2203.64
658,86409,3549.89
659,75369,2939.03
660,107088,4820.37
661,84052,830.14
662,90510,4617.75
663,16045,5018.32
664,23703,4065.76
665,31864,2072.62
666,31282,4477.08
667,92458,158.06
668,5103,442.65
669,60199,2717.44
670,58867,2480.41
671,115187,4232.77
672,118861,793.94
673,40474,3231.33
674,98095,344.34
675,73290,2882.24
676,83757,2555.18
677,52069,4935.28
678,84629,3530.06
679,12303,3723.06
680,1654,4507.08
681,38779,2362.7
682,25185,2480.0
683,31743,4703.65
684,5376,4227.14
685,26511,4205.78
686,93034,3675.79
687,88113,2502.12
688,5905,2471.01
689,31479,3082.83
690,54278,2281.44
691,38221,1852.29
692,15251,4465.06
693,21372,2772.92
694,13622,2766.33
695,7700,2085.66
696,98833,4394.19
697,103502,1415.46
698,64790,357.53
699,42610,2658.82
700,56751,4965.1
701,59566,3010.67
702,6136,4268.08
703,4028,4833.64
704,11896,3288.84
705,5459,1538.66
706,93436,1798.53
707,116501,4607.78
708,94272,3280.59
709,53168,3105.22
710,5057,412.25
711,119800,1132.01
712,67898,4725.41
713,700,3592.28
714,75649,644.09
715,96210,2468.25
716,78786,3721.08
717,30187,1316.53
718,24881,2206.29
719,76715,3811.48
720,102067,2111.78
721,98216,3527.47
722,90666,795.61
723,41257,2394.85
724,9038,2729.09
725,78240,278.92
726,80439,4596.06
727,76258,2098.03
728,73057,1825.05
729,116262,3728.74
730,15418,1890.79
731,85141,2670.41
732,6552,3059.72
733,100361,640.65
734,7772,2544.3
735,86785,3109.5
736,117513,154.32
737,77465,4891.9
738,58014,2903.71
739,13667,171.22
740,94243,4678.87
741,605,659.4
742,65458,3761.12
743,91971,740.65
744,59304,1271.76
745,78943,1075.23
746,1298,4382.72
747,99792,4487.43
748,11752,1343.89
749,9247,2357.04
750,106847,3232.96
751,22589,200.31
752,107356,2283.05
753,31394,1334.07
754,92047,787.15
755,34635,1873.48
756,66057,3766.44
757,29679,961.28
758,33088,5013.32
759,58582,2025.44
760,96853,1304.46
761,77669,3604.82
762,33895,2257.24
763,97186,924.53
764,8799,739.48
765,54920,1205.18
766,49776,4549.83
767,19946,3047.61
768,24685,4631.82
769,238,2196.39
770,118934,3986.77
771,108686,3648.03
772,67111,2181.18
773,88897,2324.62
774,116669,608.22
775,119615,4721.46
776,95983,382.27
777,72254,449.12
778,18967,3839.87
779,39624,3735.16
780,13312,3684.5
781,16194,768.02
782,16834,2504.92
783,112096,1012.0
784,55,4418.0
785,24713,819.32
786,59069,2585.63
787,78944,2736.8
788,16257,1837.12
789,86146,1732.56
790,60006,1422.98
791,35697,58.16
792,54482,2521.15
793,76480,2466.48
794,77215,751.86
795,9741,3163.44
796,20810,3985.59
797,8617,1527.4
798,38107,4853.25
799,84155,4786.56
800,113062,4789.84
801,95651,2020.09
802,15409,808.53
803,31243,3447.0
804,36951,1136.41
805,21220,627.52
806,58399,2794.41
807,119781,124.74
808,50118,3981.52
809,13726,4578.61
810,65236,2512.21
811,75089,2657.21
812,83511,2003.09
813,34856,2637.54
814,63479,2986.14
815,70523,4312.57
816,51578,771.58
817,42056,1983.41
818,55923,3829.18
819,52162,2201.64
820,104162,1802.39
821,91982,140.93
822,119421,1875.85
823,85549,2368.82
824,95317,3744.41
825,16892,933.52
826,90570,3942.74
827,57568,99.78
828,61867,4008.74
829,46412,3451.96
830,52419,1167.9
831,78181,82.53
832,68519,344.62
833,22138,4231.14
834,92504,5015.69
835,12816,3665.7
836,83312,1661.01
837,91955,526.28
838,3053,199.76
839,36269,4964.16
840,49190,4082.33
841,118102,3955.86
842,110074,3094.2
843,116485,2938.6
844,71430,1167.07
845,102613,2054.58
846,113459,4952.03
847,50931,230.52
848,99321,4787.2
849,72291,1090.36
850,62777,1657.65
851,43325,2283.36
852,10330,771.79
853,79424,2123.61
854,89323,1546.31
855,111165,3325.25
856,17855,4304.53
857,52448,1568.04
858,81777,2560.71
859,54524,2034.94
860,54423,425.06
861,73391,4088.15
862,98662,402.31
863,18541,1692.16
864,39144,2054.88
865,50651,1366.17
866,86469,1437.6
867,34601,4654.44
868,38688,4794.74
869,53478,3968.51
870,54392,1498.68
871,9871,2555.09
872,13991,188.38
873,93920,999.8
874,65636,1705.97
875,23371,4700.66
876,46464,1593.37
877,113346,3061.77
878,300,1242.79
879,93870,1381.0
880,110175,764.46
881,55228,3878.49
882,35035,4961.95
883,49060,1951.21
884,7756,3925.92
885,80070,621.64
886,16894,850.13
887,116954,3993.09
888,112724,386.3
889,56457,2785.38
890,40289,2743.68
891,6751,2486.52
892,46997,2722.54
893,27521,2615.15
894,84073,871.87
895,67900,3010.54
896,77953,767.02
897,30575,1042.06
898,119586,3018.5
899,90373,939.34
900,67504,4736.49
901,104455,3794.34
902,8338,2942.43
903,2107,224.8
904,19135,2215.79
905,99833,260.81
906,119896,3051.86
907,4370,3919.12
908,94075,4168.24
909,39973,1727.55
910,28472,2402.9
911,107195,3110.61
912,20849,4666.88
913,38760,2917.28
914,63445,3898.86
915,5181,420.0
916,104443,3559.19
917,93597,4292.98
918,38703,3345.51
919,59513,3578.87
920,6004,4359.87
921,83446,2178.03
922,62664,2984.33
923,63406,4648.92
924,60263,4989.95
925,75276,1048.63
926,26019,1314.26
927,100169,4054.95
928,118441,4690.16
929,116149,573.11
930,1153,4946.29
931,98447,4986.78
932,49224,514.63
933,57052,4231.96
934,71969,348.8
935,7935,3453.03
936,20513,2789.9
937,93612,733.59
938,18801,4627.59
939,54750,2797.88
940,32266,2415.44
941,50883,5031.67
942,110612,982.76
943,55639,3111.0
944,88146,3884.96
945,95269,4563.51
946,24805,2883.66
947,33420,1410.07
948,65562,4426.2
949,55820,2795.59
950,86044,891.48
951,21678,3057.38
952,97095,1583.4
953,61468,1704.42
954,72654,3720.62
955,86878,4493.09
956,18970,3625.16
957,81114,1975.69
958,113972,1004.24
959,59427,3566.52
960,105599,4720.15
961,29507,2955.85
962,32752,1295.89
963,40411,2480.25
964,63576,1196.1
965,1411,3140.31
966,18864,2664.35
967,33987,1354.98
968,11061,4019.52
969,17600,886.22
970,89055,4193.57
971,98976,804.42
972,84689,2219.88
973,101438,1669.47
974,36516,2581.73
975,56681,2025.64
976,344,149.12
977,15119,3392.33
978,26997,807.44
979,91166,2066.37
980,90168,1587.79
981,1755,2859.58
982,75775,2044.59
983,102667,1915.78
984,98799,2203.4
985,2648,237.83
986,76689,1625.34
987,70227,2972.34
988,11206,3873.45
989,69011,5018.37
990,110260,3149.32
991,65886,1969.49
992,17127,1208.12
993,16125,3782.79
994,77599,4723.65
995,75517,2448.17
996,102118,4716.77
997,64782,1820.12
998,57372,2268.75
999,117071,3711.79
1000,3097,4737.3
1001,10484,2051.48
1002,103979,3755.72
1003,31460,4418.7
1004,115636,373.62
1005,28942,2142.51
1006,50060,4911.4
1007,62405,2334.25
1008,50605,3945.31
1009,27700,4100.5
1010,2077,2465.4
1011,61436,4147.4
1012,92777,1637.43
1013,60500,2996.28
1014,55877,616.11
1015,10585,2027.55
1016,58458,3386.61
1017,81712,753.7
1018,59733,2349.12
1019,62313,4021.3
1020,5147,2587.01
1021,82497,3045.63
1022,118143,2698.94
1023,95524,1301.92
1024,71724,3880.67
1025,106660,1792.52
1026,45737,4977.59
1027,106454,3145.19
1028,117773,1201.71
1029,80973,2221.49
1030,22473,3721.71
1031,39991,3594.57
1032,80309,1700.33
1033,118874,2344.52
1034,104726,997.34
1035,53083,1048.59
1036,50731,356.69
1037,118804,4081.34
1038,82503,604.86
1039,110037,4539.53
1040,37079,657.68
1041,115933,616.44
1042,118792,1298.03
1043,19626,1491.78
1044,22681,4491.03
1045,91153,2498.19
1046,67739,4272.92
1047,106015,4434.42
1048,104376,2507.19
1049,67578,110.73
1050,92656,3717.48
1051,25706,1998.97
1052,25474,2792.35
1053,79473,126.82
1054,102701,3695.46
1055,110649,4437.13
1056,14963,4449.66
1057,109156,974.89
1058,35324,1632.57
1059,59042,1365.5
1060,21555,1790.72
1061,96354,4129.6
1062,7346,3260.7
1063,13938,466.77
1064,10827,4942.19
1065,91536,2623.61
1066,74551,477.44
1067,79255,1424.98
1068,72360,456.08
1069,22821,3284.33
1070,103403,2905.27
1071,63068,649.37
1072,115573,3181.25
1073,50440,597.58
1074,68309,4251.9
1075,48949,4136.11
1076,32185,2353.03
1077,30877,2513.42
1078,60595,3729.31
1079,89394,4880.47
1080,7869,2477.85
1081,104368,1734.96
1082,85688,1328.83
1083,29986,1515.59
1084,33878,1231.84
1085,115974,4029.74
1086,40549,4491.89
1087,18882,4249.09
1088,93525,1046.81
1089,8448,4800.41
1090,53321,1338.66
1091,91197,3506.67
1092,50485,2136.69
1093,60842,3177.48
1094,100753,1052.89
1095,51519,1072.24
1096,88672,292.97
1097,19681,3933.95
1098,118126,1016.39
1099,83621,4225.47
1100,21077,1822.29
1101,20157,3527.51
1102,103885,4591.65
1103,50140,2255.21
1104,118270,3549.97
1105,1259,2616.65
1106,66073,1513.35
1107,102542,313.94
1108,77260,2972.69
1109,6755,104.73
1110,118898,3672.76
1111,84983,124.72
1112,85027,4168.31
1113,87468,942.17
1114,102115,4083.82
1115,16709,3213.31
1116,87829,3129.81
1117,19761,3016.16
1118,22548,603.95
1119,83472,3912.83
1120,32813,1018.23
1121,119678,3862.85
1122,118624,3174.75
1123,75668,4524.23
1124,35143,4902.6
1125,90069,2121.0
1126,26232,3879.24
1127,69717,3577.37
1128,33214,2370.0
1129,104364,4045.68
1130,108636,4915.32
1131,116060,279.94
1132,50095,5035.67
1133,54268,2809.08
1134,23532,552.87
1135,8915,533.02
1136,41492,1842.18
1137,77691,432.57
1138,83925,4863.26
1139,72595,3487.61
1140,22309,4219.67
1141,65942,2922.93
1142,42336,2110.11
1143,43984,2203.19
1144,28467,2673.77
1145,113154,366.37
1146,105930,1943.18
1147,60705,1170.72
1148,41907,5035.25
1149,92078,4223.22
1150,119857,4009.96
1151,24837,2560.03
1152,14253,3946.71
1153,37715,1986.22
1154,96511,233.3
1155,99236,4343.01
1156,34518,3451.07
1157,28379,1790.9
1158,105154,3820.55
1159,7809,2594.39
1160,89309,4287.04
1161,102381,3508.33
1162,76167,4818.06
1163,47395,348.86
1164,104037,773.04
1165,110278,3530.82
1166,85813,4883.46
1167,57765,4800.22
1168,87907,4876.2
1169,16125,3029.87
1170,24062,4676.8
1171,102963,4378.35
1172,96596,539.96
1173,9368,4599.55
1174,54653,72.95
1175,68436,4363.03
1176,71078,4681.64
1177,116876,1689.52
1178,59484,2594.45
1179,108571,2419.59
1180,59170,3392.88
1181,79402,3507.07
1182,17517,3988.74
1183,86987,577.0
1184,21332,185.94
1185,56090,2948.79
1186,45195,4719.64
1187,8415,1978.82
1188,113203,1988.58
1189,14388,4594.17
1190,47319,1502.06
1191,115612,802.45
1192,62218,1875.3
1193,56164,2269.44
1194,54452,2925.52
1195,78274,2013.5
1196,15727,1706.91
1197,119931,1473.26
1198,30115,1255.69
1199,25413,2747.49
1200,102970,4856.79
1201,101979,3547.66
1202,17588,343.96
1203,103609,4763.18
1204,80885,782.21
1205,82092,2815.43
1206,34820,472.27
1207,10887,465.54
1208,36336,1282.71
1209,103102,3244.85
1210,117786,3667.06
1211,37612,511.94
1212,21144,3267.04
1213,63292,224.78
1214,79238,239.71
1215,52394,4096.12
1216,44094,2777.78
1217,97213,737.91
1218,30226,412.19
1219,118020,4020.98
1220,67129,1016.84
1221,83560,1832.62
1222,107430,384.58
1223,18441,1730.68
1224,89716,1109.56
1225,119774,3334.08
1226,58928,4286.5
1227,80419,382.83
1228,49312,4664.02
1229,24299,1681.47
1230,7127,2657.06
1231,110562,4076.84
1232,104181,2673.21
1233,38936,4013.66
1234,58755,4263.33
1235,105164,1772.24
1236,42171,1513.37
1237,110772,4070.15
1238,17862,3423.41
1239,55799,1540.71
1240,91785,3228.19
1241,28275,878.83
1242,3599,1210.94
1243,71050,389.78
1244,18936,1222.36
1245,98736,3154.81
1246,117275,4301.99
1247,90898,60.84
1248,78610,228.38
1249,6609,1848.58
1250,61707,3850.38
1251,103840,2578.48
1252,50724,191.02
1253,114393,933.49
1254,20269,936.74
1255,105427,4611.74
1256,8903,4953.7
1257,85972,4303.37
1258,72541,518.56
1259,6572,3204.29
1260,28664,4266.9
1261,36636,1624.14
1262,39459,1516.72
1263,105656,2312.96
1264,49242,2995.97
1265,108591,4150.79
1266,42330,1784.74
1267,107848,1882.98
1268,31683,948.41
1269,76083,3956.86
1270,16035,1441.34
1271,34889,1196.64
1272,79722,2352.58
1273,52880,752.38
1274,80538,238.77
1275,17271,3188.39
1276,98616,1140.15
1277,105760,1358.08
1278,25827,2239.7
1279,103354,2356.76
1280,39106,3591.91
1281,15073,282.65
1282,6609,3093.63
1283,58280,2561.18
1284,24500,197.84
1285,45008,3510.41
1286,112329,3891.5
1287,85489,4733.24
1288,62605,1510.24
1289,39555,868.48
1290,66262,1711.15
1291,110642,4760.37
1292,24885,4257.94
1293,70900,2769.68
1294,21051,4027.15
1295,115668,2869.94
1296,38634,1964.21
1297,24611,3575.23
1298,84896,884.06
1299,77618,926.2
1300,58502,3781.33
1301,97500,3539.3
1302,86800,3613.05
1303,88313,1161.64
1304,78793,1307.47
1305,59533,602.47
1306,72733,2143.78
1307,28261,177.92
1308,51693,3877.74
1309,93721,741.65
1310,97214,900.5
1311,68554,2782.87
1312,83629,2671.81
1313,61894,3364.68
1314,68735,3060.59
1315,74184,4951.95
1316,31789,4526.1
1317,92384,4842.89
1318,13744,98.96
1319,114009,3109.32
1320,51470,4981.02
1321,82937,451.38
1322,33983,313.15
1323,98289,3407.25
1324,1503,2029.9
1325,119437,495.36
1326,13711,698.32
1327,54206,3515.32
1328,11373,4774.12
1329,71683,155.47
1330,60917,2737.49
1331,107807,1312.93
1332,80688,3246.82
1333,34611,4480.1
1334,37174,4727.17
1335,47334,1720.06
1336,51555,623.63
1337,57725,2154.03
1338,71460,4080.17
1339,72275,4451.27
1340,32269,4914.65
1341,104238,362.12
1342,53457,1695.01
1343,28054,3249.14
1344,95056,2920.2
1345,45103,350.19
1346,93865,4874.95
1347,24337,1162.81
1348,85378,4091.49
1349,108072,2533.11
1350,104999,171.45
1351,19084,3985.01
1352,46975,2195.06
1353,6059,3601.43
1354,70886,3112.64
1355,76269,4182.0
1356,37088,4002.65
1357,31904,1422.37
1358,64542,4899.63
1359,72923,1679.76
1360,51836,5004.55
1361,34163,4012.05
1362,114893,2769.89
1363,66570,3879.72
1364,51430,350.64
1365,119322,3662.82
1366,57860,766.75
1367,37194,278.98
1368,18282,801.97
1369,42604,3948.28
1370,34446,4371.02
1371,87288,267.95
1372,102860,1109.43
1373,30660,3578.81
1374,85958,4093.17
1375,83162,2842.71
1376,33104,2491.09
1377,61130,533.81
1378,57555,2122.71
1379,51313,2462.27
1380,84036,3625.29
1381,75042,5004.82
1382,39783,1446.87
1383,42553,4602.8
1384,15697,3777.29
1385,94632,1061.07
1386,94671,2015.12
1387,104320,916.85
